id,brand_name,model,screen_size,price,release_year,operating_system,battery_capacity,ram,storage,camera_mp,front_camera_mp,refresh_rate,weight,thickness,body_material,chipset,gpu,dual_sim,network_support,bluetooth_version,wifi_version,usb_type,fast_charging,fingerprint_sensor
11623,Google,Pixel 8,6.55,27181,2019,Android,5631,12,128,48,8,144,191,7.9,Plastic,Dimensity 9000,Adreno 740,No,5G,5.2,WiFi 6E,Type-C,18,Yes
11624,Motorola,Moto G73,6.82,24632,2021,Android,4444,6,512,12,32,90,208,6.9,Glass,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 5,Type-C,67,No
11625,Samsung,Galaxy S22,6.81,55359,2025,Android,3035,6,512,48,16,144,155,7.6,Plastic,Dimensity 9000,Apple GPU,No,4G,5.1,WiFi 6E,Type-C,67,Yes
11626,Nokia,Nokia X30,7.15,42486,2022,Android,3695,12,512,12,32,144,222,6.7,Metal,Apple A16,Adreno 740,No,4G,5.1,WiFi 6,Type-C,67,No
11627,OnePlus,Nord CE 3,5.78,53938,2020,Android,5222,4,64,108,16,120,220,8.7,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 5,Type-C,18,Yes
11628,Apple,iPhone 11,5.63,91459,2018,iOS,3574,12,128,64,32,90,166,8.2,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,67,Yes
11629,Samsung,Galaxy S22,5.54,69830,2024,Android,5742,4,64,108,16,60,174,9.0,Metal,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.2,WiFi 5,Type-C,67,No
11630,Samsung,Galaxy Note 20,6.05,108210,2024,Android,4522,4,64,64,16,90,170,9.4,Metal,Apple A16,Adreno 740,No,4G,5.1,WiFi 6E,Type-C,120,Yes
11631,Realme,Realme 11 Pro,6.6,44633,2018,Android,3036,4,256,64,32,90,233,9.4,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,33,Yes
11632,Vivo,Vivo V25,6.79,46646,2016,Android,4512,4,256,12,32,90,218,7.1,Metal,Apple A16,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,67,Yes
11633,OnePlus,OnePlus 10,5.51,59492,2015,Android,4584,6,256,12,32,60,239,8.5,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.1,WiFi 6E,Type-C,18,Yes
11634,Motorola,Moto Edge 50,6.63,59735,2022,Android,4041,8,256,108,32,144,215,6.7,Glass,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 6E,Type-C,67,No
11635,Google,Pixel 9,5.76,57876,2017,Android,5230,8,64,12,16,90,184,7.5,Plastic,Dimensity 9000,Mali-G710,No,5G,5.1,WiFi 6,Type-C,18,Yes
11636,OnePlus,Nord CE 2,6.85,23571,2020,Android,5898,12,64,64,16,120,173,7.4,Metal,Dimensity 9000,Adreno 740,No,5G,5.2,WiFi 6E,Type-C,18,Yes
11637,Xiaomi,Redmi Note 12,5.88,32062,2016,Android,5979,8,512,108,16,60,186,8.6,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 5,Type-C,120,No
11638,OnePlus,Nord CE 3,5.29,10234,2018,Android,5650,4,128,48,32,144,215,8.3,Metal,Dimensity 9000,Apple GPU,No,4G,5.1,WiFi 5,Type-C,120,Yes
11639,Google,Pixel 8,5.12,19273,2021,Android,5458,8,512,64,32,144,202,7.3,Metal,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.2,WiFi 6,Type-C,18,Yes
11640,Motorola,Moto G73,5.54,37323,2024,Android,4582,12,256,64,8,90,153,8.2,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 6E,Type-C,18,Yes
11641,OnePlus,Nord CE 2,7.16,17979,2020,Android,3065,8,128,48,16,60,222,7.4,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,18,No
11642,Motorola,Moto G73,6.99,50182,2017,Android,4553,12,512,108,8,144,232,8.8,Plastic,Apple A16,Adreno 740,No,4G,5.1,WiFi 5,Type-C,33,Yes
11643,OnePlus,Nord CE 2,7.16,41101,2024,Android,5168,6,512,48,32,90,230,8.4,Plastic,Dimensity 9000,Apple GPU,Yes,5G,5.1,WiFi 5,Type-C,18,Yes
11644,OnePlus,OnePlus 11,7.02,41509,2021,Android,4744,8,64,12,32,60,229,8.2,Glass,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 5,Type-C,33,Yes
11645,Nokia,Nokia G21,5.26,28483,2024,Android,5548,4,128,64,16,90,200,8.3,Glass,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 6E,Type-C,120,No
11646,Oppo,Oppo Reno 8,5.48,20176,2015,Android,5193,6,128,48,16,60,199,9.4,Metal,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.1,WiFi 5,Type-C,33,No
11647,Apple,iPhone 12,6.13,66655,2020,iOS,4155,4,128,64,16,60,232,8.6,Plastic,Dimensity 9000,Apple GPU,Yes,5G,5.0,WiFi 6,Type-C,67,Yes
11648,Samsung,Galaxy S21,5.39,75234,2019,Android,4940,8,512,108,32,60,153,8.8,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6,Type-C,18,No
11649,Samsung,Galaxy Note 20,5.48,69876,2016,Android,3813,12,512,108,8,120,178,9.3,Plastic,Apple A16,Adreno 740,No,4G,5.0,WiFi 6E,Type-C,33,No
11650,Xiaomi,Mi 11,6.3,23967,2020,Android,5569,4,512,12,16,120,152,8.9,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.1,WiFi 6E,Type-C,67,Yes
11651,OnePlus,OnePlus 10,5.52,59816,2018,Android,5484,12,512,12,32,144,192,7.1,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,18,Yes
11652,Motorola,Moto G84,6.55,8825,2015,Android,5138,8,512,108,32,60,167,8.9,Glass,Apple A16,Mali-G710,No,5G,5.1,WiFi 6,Type-C,67,No
11653,Apple,iPhone 12,5.25,71535,2025,iOS,3108,6,64,48,8,90,230,9.3,Glass,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 6E,Type-C,18,No
11654,Apple,iPhone 11,5.22,109286,2025,iOS,4570,8,128,12,8,90,205,8.7,Glass,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6E,Type-C,18,No
11655,OnePlus,OnePlus 11,6.37,11001,2024,Android,5916,6,64,12,8,90,211,8.2,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,67,No
11656,OnePlus,Nord CE 2,7.17,43507,2016,Android,4730,6,256,108,8,90,230,7.0,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,120,No
11657,Oppo,Oppo Reno 9,6.99,21761,2017,Android,5642,4,64,48,32,144,164,7.5,Plastic,Apple A16,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,33,Yes
11658,Oppo,Oppo Reno 8,6.1,23321,2021,Android,5542,6,64,108,32,144,216,8.3,Metal,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 6E,Type-C,18,No
11659,Vivo,Vivo V27,6.76,48150,2019,Android,3355,4,256,108,8,60,163,8.8,Metal,Dimensity 9000,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,120,No
11660,Motorola,Moto Edge 40,6.64,45513,2015,Android,5905,8,128,64,32,90,158,8.9,Metal,Dimensity 9000,Mali-G710,No,4G,5.1,WiFi 5,Type-C,33,Yes
11661,Oppo,Oppo Reno 9,6.03,10625,2016,Android,5937,8,512,64,8,144,222,9.0,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.0,WiFi 6E,Type-C,120,No
11662,Xiaomi,Redmi Note 12,6.15,29761,2024,Android,4742,4,512,64,32,60,197,8.4,Plastic,Dimensity 9000,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,67,No
11663,Google,Pixel 6,6.04,32719,2018,Android,5851,6,256,64,8,90,165,8.8,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.2,WiFi 6,Type-C,120,Yes
11664,Realme,Realme GT Neo 3,5.66,7722,2018,Android,4063,4,128,64,32,144,167,8.4,Metal,Apple A16,Apple GPU,No,4G,5.1,WiFi 6E,Type-C,33,No
11665,Google,Pixel 9,5.77,37658,2016,Android,4766,12,256,48,32,60,202,6.6,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.1,WiFi 6,Type-C,18,No
11666,Google,Pixel 7,5.02,9997,2022,Android,4050,4,64,48,8,144,209,7.7,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,67,No
11667,Vivo,Vivo X80,5.94,29528,2017,Android,3612,12,64,64,32,144,168,8.0,Glass,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 6E,Type-C,120,Yes
11668,Xiaomi,Mi 12,5.87,44702,2017,Android,4540,4,64,48,32,120,164,7.3,Metal,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,33,Yes
11669,OnePlus,OnePlus 10,6.78,6156,2017,Android,5481,4,256,64,32,144,162,9.4,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 6E,Type-C,120,Yes
11670,Oppo,Oppo Reno 8,6.52,16034,2015,Android,5347,8,128,108,32,60,174,9.4,Metal,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,120,Yes
11671,Oppo,Oppo F21,5.37,19156,2017,Android,3959,6,256,64,32,90,229,7.8,Metal,Dimensity 9000,Adreno 740,No,5G,5.2,WiFi 6,Type-C,67,No
11672,Realme,Narzo 60x,6.42,6750,2015,Android,4351,6,512,64,8,90,154,7.8,Glass,Apple A16,Apple GPU,No,5G,5.2,WiFi 6,Type-C,67,No
11673,Samsung,Galaxy S23,6.79,80405,2016,Android,5398,8,64,108,8,144,215,7.6,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 5,Type-C,67,Yes
11674,OnePlus,OnePlus 11,6.85,54198,2019,Android,3299,6,128,108,16,144,219,6.8,Plastic,Dimensity 9000,Adreno 740,Yes,5G,5.0,WiFi 6E,Type-C,67,Yes
11675,Realme,Narzo 60x,6.49,49685,2015,Android,3075,12,512,12,16,90,182,8.4,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,33,No
11676,Nokia,Nokia G22,6.21,42054,2016,Android,3563,4,128,108,8,90,192,8.9,Metal,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,18,No
11677,Oppo,Oppo Find X5,6.14,42534,2021,Android,4634,4,512,64,8,144,177,8.7,Plastic,Dimensity 9000,Apple GPU,No,4G,5.2,WiFi 5,Type-C,120,Yes
11678,Apple,iPhone 12,6.95,141346,2015,iOS,3266,6,512,64,8,144,183,6.8,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,33,No
11679,Xiaomi,Mi 11,6.7,33020,2022,Android,5654,6,64,48,32,60,161,8.2,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,120,No
11680,Google,Pixel 8,6.1,50135,2022,Android,5714,8,512,108,16,60,226,8.9,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.1,WiFi 6E,Type-C,120,No
11681,Samsung,Galaxy S21,6.41,66678,2018,Android,3726,12,64,12,8,144,209,6.9,Glass,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 5,Type-C,33,No
11682,Realme,Realme 11 Pro,5.86,30874,2025,Android,3288,12,128,64,32,60,210,8.0,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 6,Type-C,33,No
11683,OnePlus,OnePlus 9,5.05,58869,2023,Android,5729,4,512,12,8,60,219,7.8,Glass,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 6,Type-C,18,No
11684,Motorola,Moto G73,6.12,36153,2016,Android,4151,8,512,64,32,90,216,8.4,Metal,Apple A16,Adreno 740,No,5G,5.2,WiFi 6,Type-C,18,Yes
11685,Motorola,Moto Edge 40,5.15,13198,2022,Android,5321,4,512,48,32,144,220,8.6,Metal,Dimensity 9000,Adreno 740,Yes,4G,5.0,WiFi 5,Type-C,67,No
11686,Google,Pixel 9,6.91,55990,2019,Android,4570,12,64,48,8,144,226,9.3,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,67,No
11687,Nokia,Nokia G22,5.99,39885,2017,Android,4543,4,256,64,8,144,166,9.2,Plastic,Dimensity 9000,Mali-G710,Yes,5G,5.1,WiFi 6E,Type-C,120,No
11688,Realme,Realme 11 Pro,5.83,28869,2023,Android,4227,12,256,48,32,120,211,9.2,Metal,Dimensity 9000,Mali-G710,No,4G,5.0,WiFi 6,Type-C,120,Yes
11689,Xiaomi,Redmi Note 12,5.37,23876,2018,Android,3718,6,256,12,32,90,215,6.7,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.1,WiFi 5,Type-C,120,Yes
11690,Realme,Narzo 50,5.65,45527,2019,Android,5670,12,64,12,16,90,213,8.0,Glass,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.2,WiFi 5,Type-C,33,No
11691,Samsung,Galaxy Note 20,7.0,17590,2020,Android,5390,4,64,64,32,120,191,8.2,Glass,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6E,Type-C,67,Yes
11692,Oppo,Oppo Reno 9,6.23,38387,2018,Android,4845,8,256,64,8,144,170,7.9,Metal,Apple A16,Adreno 740,No,5G,5.1,WiFi 5,Type-C,18,Yes
11693,Oppo,Oppo Reno 9,5.41,17107,2023,Android,5001,12,512,48,16,144,199,8.4,Metal,Dimensity 9000,Mali-G710,Yes,4G,5.2,WiFi 5,Type-C,67,Yes
11694,Samsung,Galaxy S23,5.99,31673,2015,Android,4444,6,64,12,32,144,182,7.7,Metal,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6,Type-C,33,Yes
11695,Motorola,Moto G84,6.04,25556,2015,Android,3624,8,128,108,8,120,235,8.0,Metal,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,33,Yes
11696,Realme,Realme GT Neo 3,5.74,37005,2018,Android,4601,6,64,12,32,144,162,6.5,Metal,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6,Type-C,33,No
11697,Samsung,Galaxy S21,5.07,85617,2019,Android,5542,6,512,48,8,144,174,6.7,Metal,Apple A16,Adreno 740,No,5G,5.1,WiFi 6,Type-C,67,No
11698,Apple,iPhone 12,6.74,149038,2018,iOS,3077,4,64,108,16,90,201,8.1,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,33,Yes
11699,Xiaomi,Redmi Note 13,6.25,27426,2019,Android,4436,6,512,64,16,144,197,7.0,Metal,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,120,No
11700,Xiaomi,Mi 12,5.68,18141,2023,Android,3093,6,256,64,32,144,154,7.9,Plastic,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,18,Yes
11701,Nokia,Nokia G21,5.32,54532,2016,Android,3030,12,512,108,8,90,160,6.7,Metal,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,120,No
11702,Nokia,Nokia G21,7.09,10806,2017,Android,5108,6,128,108,32,120,184,6.9,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,120,Yes
11703,Vivo,Vivo V25,5.37,15363,2021,Android,5869,4,64,48,8,90,204,8.2,Plastic,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6E,Type-C,67,No
11704,Realme,Realme GT Neo 3,6.28,30299,2025,Android,3696,6,256,12,32,144,220,8.0,Plastic,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 6,Type-C,120,Yes
11705,OnePlus,OnePlus 9,6.95,26522,2017,Android,4056,12,512,48,16,144,166,8.8,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 5,Type-C,120,No
11706,Vivo,Vivo V27,6.28,52753,2016,Android,4369,8,512,48,32,144,231,7.2,Metal,Apple A16,Adreno 740,No,5G,5.0,WiFi 6E,Type-C,33,Yes
11707,Samsung,Galaxy S23,6.27,89452,2018,Android,3321,8,512,108,32,90,217,7.4,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,33,No
11708,Apple,iPhone 14,5.55,120909,2017,iOS,5463,12,512,64,8,60,157,8.1,Plastic,Apple A16,Adreno 740,No,4G,5.0,WiFi 6E,Type-C,67,No
11709,Motorola,Moto Edge 40,5.86,28613,2025,Android,4006,6,512,108,32,144,174,8.5,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.0,WiFi 6,Type-C,120,Yes
11710,Vivo,Vivo V27,7.08,7778,2017,Android,5631,12,512,64,16,90,156,8.1,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.0,WiFi 6,Type-C,67,No
11711,Oppo,Oppo Reno 8,6.07,51885,2016,Android,4508,4,128,12,16,144,194,7.3,Metal,Apple A16,Adreno 740,No,4G,5.1,WiFi 6,Type-C,120,Yes
11712,OnePlus,OnePlus 10,6.26,51079,2022,Android,4811,6,128,64,16,120,207,7.9,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 6,Type-C,18,No
11713,Xiaomi,Redmi Note 13,5.95,46151,2024,Android,3826,4,256,108,8,90,225,8.9,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.0,WiFi 5,Type-C,33,No
11714,Apple,iPhone 14,6.27,130648,2024,iOS,4913,6,128,108,32,90,234,8.2,Metal,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6E,Type-C,18,No
11715,Motorola,Moto G84,5.69,45661,2024,Android,3599,12,256,12,8,144,194,8.6,Glass,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.2,WiFi 6E,Type-C,67,Yes
11716,Samsung,Galaxy S22,5.84,88226,2017,Android,3448,12,512,108,32,120,215,8.7,Glass,Apple A16,Adreno 740,No,5G,5.1,WiFi 5,Type-C,67,No
11717,Motorola,Moto G84,5.9,52537,2024,Android,5954,12,128,108,8,120,239,8.4,Plastic,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 5,Type-C,67,No
11718,Samsung,Galaxy A15,6.96,51690,2018,Android,4670,4,512,108,32,90,230,6.6,Plastic,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,18,No
11719,OnePlus,OnePlus 10,6.56,40344,2016,Android,4193,6,256,108,16,144,171,8.8,Plastic,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,33,Yes
11720,Xiaomi,Redmi Note 11,6.37,18328,2020,Android,5276,8,256,48,16,144,209,7.3,Glass,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 6E,Type-C,120,No
11721,Realme,Narzo 60x,6.82,14969,2018,Android,3852,6,64,64,8,60,163,8.5,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,33,No
11722,Google,Pixel 7,6.2,21604,2021,Android,3073,12,128,64,16,90,183,9.2,Metal,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,120,No
11723,Nokia,Nokia G21,5.71,23021,2019,Android,3205,8,128,48,32,120,238,7.8,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.0,WiFi 5,Type-C,18,No
11724,Nokia,Nokia G22,6.0,5706,2016,Android,5117,8,128,12,8,60,164,8.7,Plastic,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 6E,Type-C,33,Yes
11725,Realme,Narzo 50,5.72,10209,2025,Android,4125,4,64,64,16,144,209,8.4,Plastic,Apple A16,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,33,Yes
11726,Vivo,Vivo V27,6.98,56940,2015,Android,4919,8,128,48,16,90,153,8.8,Glass,Apple A16,Adreno 740,No,5G,5.1,WiFi 6,Type-C,33,No
11727,Realme,Realme 11 Pro,5.26,47971,2016,Android,4045,6,64,108,32,144,193,9.4,Glass,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6,Type-C,18,Yes
11728,Realme,Narzo 50,5.1,42547,2018,Android,5400,6,512,108,32,90,152,9.0,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.1,WiFi 6,Type-C,67,Yes
11729,Xiaomi,Mi 11,7.16,42600,2024,Android,3068,4,128,64,8,60,188,7.4,Glass,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,120,Yes
11730,Samsung,Galaxy S23,5.6,114904,2020,Android,5886,12,128,64,32,60,169,8.6,Glass,Apple A16,Mali-G710,No,4G,5.1,WiFi 5,Type-C,18,No
11731,Realme,Realme GT Neo 3,6.19,57723,2017,Android,3553,6,256,108,32,120,184,9.5,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,67,No
11732,Oppo,Oppo Reno 9,6.61,18299,2019,Android,5916,8,256,12,8,90,194,8.8,Metal,Apple A16,Apple GPU,Yes,5G,5.1,WiFi 6,Type-C,120,Yes
11733,Realme,Narzo 50,6.77,39465,2019,Android,3482,12,64,64,16,60,179,8.1,Metal,Apple A16,Adreno 740,No,4G,5.2,WiFi 5,Type-C,120,Yes
11734,Nokia,Nokia G22,5.73,46798,2018,Android,4257,8,256,12,16,120,232,8.6,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,120,Yes
11735,Motorola,Moto Edge 50,6.9,57188,2019,Android,3505,4,64,48,8,120,154,9.0,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 6,Type-C,33,No
11736,OnePlus,OnePlus 11,6.64,40733,2022,Android,4428,12,512,12,16,120,173,8.0,Glass,Apple A16,Apple GPU,Yes,5G,5.1,WiFi 5,Type-C,33,No
11737,Xiaomi,Redmi Note 12,5.85,57379,2022,Android,3510,6,512,64,8,144,235,8.9,Metal,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,33,Yes
11738,Nokia,Nokia X30,6.57,40850,2018,Android,3878,4,128,12,8,60,209,8.9,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.1,WiFi 6E,Type-C,67,No
11739,Realme,Realme 11 Pro,5.61,18064,2016,Android,3870,8,512,48,16,60,229,7.9,Plastic,Apple A16,Adreno 740,No,4G,5.1,WiFi 5,Type-C,67,Yes
11740,Motorola,Moto G84,6.24,9233,2023,Android,3175,12,256,64,32,120,238,7.8,Plastic,Dimensity 9000,Mali-G710,No,5G,5.1,WiFi 6,Type-C,67,No
11741,Motorola,Moto G73,5.01,23186,2017,Android,5882,4,128,108,32,90,230,8.7,Metal,Dimensity 9000,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,120,Yes
11742,Realme,Realme GT Neo 3,5.22,16398,2018,Android,4748,12,256,64,16,90,186,7.0,Metal,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 5,Type-C,67,No
11743,Vivo,Vivo Y75,5.19,52228,2019,Android,3994,4,512,108,16,60,194,8.0,Metal,Dimensity 9000,Adreno 740,No,4G,5.2,WiFi 6,Type-C,18,No
11744,Xiaomi,Mi 12,6.34,10449,2019,Android,3194,8,512,64,32,144,161,9.4,Glass,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 6,Type-C,18,Yes
11745,Motorola,Moto G73,6.13,19051,2021,Android,5204,4,64,108,32,120,170,8.4,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,33,Yes
11746,Samsung,Galaxy Note 20,6.74,98075,2019,Android,3812,6,512,108,8,60,215,8.2,Plastic,Apple A16,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,18,Yes
11747,Nokia,Nokia G22,5.33,21949,2020,Android,3751,12,64,12,16,60,172,8.9,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.1,WiFi 6,Type-C,67,No
11748,OnePlus,OnePlus 10,5.87,25420,2022,Android,4426,12,512,48,8,90,162,6.7,Metal,Dimensity 9000,Adreno 740,Yes,4G,5.0,WiFi 6E,Type-C,18,Yes
11749,Apple,iPhone 11,5.02,91271,2016,iOS,5222,12,256,48,32,90,161,8.6,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 6,Type-C,18,Yes
11750,Xiaomi,Mi 12,6.82,37309,2024,Android,4600,4,128,64,32,120,238,9.0,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,120,Yes
11751,Oppo,Oppo Reno 9,6.17,7797,2021,Android,3190,8,64,108,16,90,192,7.1,Plastic,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 5,Type-C,67,Yes
11752,Apple,iPhone 14,6.81,60977,2022,iOS,4431,12,128,12,32,90,211,8.2,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 5,Type-C,67,No
11753,OnePlus,Nord CE 3,7.02,24528,2023,Android,4258,4,256,64,32,120,171,8.9,Metal,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.0,WiFi 5,Type-C,120,Yes
11754,Samsung,Galaxy A15,5.69,16180,2016,Android,4462,6,64,12,16,144,154,8.2,Glass,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 6,Type-C,67,No
11755,Realme,Narzo 50,6.05,46436,2017,Android,3923,6,128,48,16,144,150,9.4,Metal,Dimensity 9000,Mali-G710,No,5G,5.0,WiFi 6E,Type-C,120,No
11756,Nokia,Nokia G22,7.03,18741,2016,Android,4799,4,256,64,8,60,226,8.8,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 5,Type-C,33,No
11757,OnePlus,OnePlus 11,6.21,58006,2021,Android,4356,8,512,108,8,144,209,7.1,Plastic,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,33,Yes
11758,Realme,Narzo 50,5.79,8656,2022,Android,3971,4,512,12,8,120,193,8.2,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 6E,Type-C,120,Yes
11759,OnePlus,Nord CE 3,7.03,19352,2020,Android,4888,4,64,108,32,144,204,9.0,Metal,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 5,Type-C,67,Yes
11760,Apple,iPhone 14,5.65,135101,2019,iOS,5247,6,128,108,8,90,198,8.5,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.0,WiFi 5,Type-C,18,No
11761,Samsung,Galaxy A15,6.9,58598,2015,Android,3060,12,512,108,16,144,168,9.1,Glass,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 5,Type-C,33,Yes
11762,Xiaomi,Mi 12,6.32,48583,2016,Android,4798,8,64,48,16,60,153,8.2,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6,Type-C,67,Yes
11763,OnePlus,Nord CE 3,5.87,43473,2021,Android,4471,6,512,12,8,144,190,9.5,Glass,Dimensity 9000,Mali-G710,No,4G,5.0,WiFi 6,Type-C,120,Yes
11764,Vivo,Vivo V25,6.12,43729,2023,Android,5232,6,128,12,8,144,210,9.2,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 6E,Type-C,120,No
11765,OnePlus,OnePlus 11,5.9,48183,2015,Android,5734,12,64,12,8,144,164,8.4,Plastic,Apple A16,Apple GPU,No,4G,5.1,WiFi 6,Type-C,67,Yes
